mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	slur
139	139	1661/6	1661/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24	1/16	2/3	1429		
139	139	277	277	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1430		
139	139	555/2	555/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1431		
139	139	276	276	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1432		
139	139	553/2	553/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1433		
139	139	277	277	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1434		
139	139	555/2	555/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1435		
140	140	278	278	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1436		
140	140	278	278	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1437		
140	140	557/2	557/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1438		
140	140	279	279	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1439		
140	140	559/2	559/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1440		
141	141	280	280	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1441		
141	141	1121/4	1121/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1442		
141	141	561/2	561/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1443		
141	141	1123/4	1123/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1444		
141	141	281	281	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1445		
141	141	1125/4	1125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1446		
141	141	563/2	563/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1447		
141	141	1127/4	1127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1448		
141	141	280	280	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1449		
142	142	282	282	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1450		
142	142	282	282	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1451		
142	142	1129/4	1129/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1452		
142	142	565/2	565/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1453		
142	142	1131/4	1131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1454		
142	142	283	283	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1455		
142	142	1133/4	1133/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1456		
142	142	567/2	567/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1457		
142	142	1135/4	1135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1458		
143	143	284	284	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1459		
143	143	1137/4	1137/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1460		
143	143	569/2	569/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1461		
143	143	1139/4	1139/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1462		
143	143	285	285	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1463		
143	143	1141/4	1141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1464		
143	143	571/2	571/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1465		
143	143	1143/4	1143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1466		
143	143	284	284	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1467		
144	144	286	286	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1468		
144	144	286	286	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1469		
144	144	1145/4	1145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1470		
144	144	573/2	573/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1471		
144	144	1147/4	1147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1472		
144	144	287	287	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1473		
144	144	1149/4	1149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1474		
144	144	575/2	575/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1475		
144	144	1151/4	1151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1476		
145	145	288	288	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1477		
145	145	289	289	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1478		
145	145	288	288	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1479		
145	145	1153/4	1153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1480		
145	145	577/2	577/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1481		
145	145	1155/4	1155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1482		
145	145	289	289	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1483		
145	145	1157/4	1157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1484		
145	145	579/2	579/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1485		
145	145	1159/4	1159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1486		
146	146	290	290	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1487		
146	146	291	291	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	1488		
146	146	290	290	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1489		
146	146	1161/4	1161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1490		
146	146	581/2	581/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1491		
146	146	1163/4	1163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1492		
146	146	291	291	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1493		
146	146	1165/4	1165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1494		
146	146	583/2	583/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1495		
146	146	1167/4	1167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1496		
147	147	292	292	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1497	ornamentTrill	
147	147	585/2	585/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1498		
147	147	1171/4	1171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1499		
147	147	293	293	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1500		
147	147	1173/4	1173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1501		
147	147	587/2	587/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1502		
147	147	1175/4	1175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1503		
147	147	292	292	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1504		
147	147	293	293	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	1505		
148	148	294	294	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1506		
148	148	1177/4	1177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1507		
148	148	589/2	589/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1508		
148	148	1179/4	1179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1509		
148	148	295	295	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1510		
148	148	1181/4	1181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1511		
148	148	591/2	591/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1512		
148	148	1183/4	1183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1513		
148	148	294	294	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	1514		
148	148	591/2	591/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1515		
149	149	296	296	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1516		
149	149	1185/4	1185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1517		
149	149	593/2	593/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1518		
149	149	1187/4	1187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1519		
149	149	297	297	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1520		
149	149	1189/4	1189/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1521		
149	149	595/2	595/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1522		
149	149	1191/4	1191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1523		
149	149	296	296	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1524		
149	149	1185/4	1185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1525		
149	149	593/2	593/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1526		
149	149	1187/4	1187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1527		
149	149	297	297	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1528		
149	149	1189/4	1189/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1529		
149	149	595/2	595/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1530		
149	149	1191/4	1191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1531		
150	150	298	298	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1532		
150	150	1193/4	1193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1533		
150	150	597/2	597/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1534		
150	150	1195/4	1195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1535		
150	150	299	299	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1536		
150	150	1197/4	1197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1537		
150	150	599/2	599/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1538		
150	150	1199/4	1199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1539		
150	150	298	298	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1540		
150	150	1193/4	1193/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1541		
150	150	597/2	597/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1542		
150	150	1195/4	1195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1543		
150	150	299	299	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1544		
150	150	1197/4	1197/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1545		
150	150	599/2	599/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1546		
150	150	1199/4	1199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1547		
151	151	300	300	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1548		
151	151	1201/4	1201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1549		
151	151	601/2	601/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1550		
151	151	1203/4	1203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1551		
151	151	301	301	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1552		
151	151	1205/4	1205/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1553		
151	151	603/2	603/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1554		
151	151	1207/4	1207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1555		
151	151	300	300	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1556		
151	151	1201/4	1201/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1557		
151	151	601/2	601/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1558		
151	151	1203/4	1203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1559		
151	151	301	301	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1560		
151	151	1205/4	1205/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1561		
151	151	603/2	603/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1562		
151	151	1207/4	1207/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1563		
152	152	302	302	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1564		
152	152	1209/4	1209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1565		
152	152	605/2	605/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1566		
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1567		
152	152	303	303	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	1568		
152	152	1213/4	1213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	1569		
152	152	607/2	607/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	1570		
152	152	1215/4	1215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	1571		
152	152	302	302	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1572		
152	152	1209/4	1209/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1573		
152	152	605/2	605/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1574		
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1575		
152	152	303	303	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1576		
152	152	1213/4	1213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1577		
152	152	607/2	607/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1578		
152	152	1215/4	1215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1579		
153	153	304	304	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1580		
153	153	609/2	609/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1581		
153	153	305	305	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1582		
153	153	611/2	611/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1583		
153	153	304	304	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1584		
153	153	1217/4	1217/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1585		
153	153	609/2	609/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1586		
153	153	1219/4	1219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1587		
153	153	305	305	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1588		
153	153	1221/4	1221/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1589		
153	153	611/2	611/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1590		
153	153	1223/4	1223/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1591		
154	154	306	306	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	1592		
154	154	613/2	613/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	1593		
154	154	307	307	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1594		
154	154	615/2	615/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1595		
154	154	306	306	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	1596		
154	154	1225/4	1225/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	1597		
154	154	613/2	613/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	1598		
154	154	1227/4	1227/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	1599		
154	154	307	307	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	1600		
154	154	1229/4	1229/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	1601		
154	154	615/2	615/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	1602		
154	154	1231/4	1231/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	1603		
155	155	308	308	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1604		
155	155	1233/4	1233/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	1605		
155	155	617/2	617/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	1606		
155	155	1235/4	1235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	1607		
155	155	309	309	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	1608		
155	155	619/2	619/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	1609		
155	155	308	308	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1610		
155	155	617/2	617/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1611		
155	155	309	309	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1612		
155	155	619/2	619/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1613		
156	156	310	310	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1614		
156	156	310	310	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1615		
